sample_idx,tree_idx,context
45,6,0000 00010 1 100 1000 10010 1010
45,7,000 00010 1 100 10010 1010
45,8,000 1 10 100
45,9,00 1 10
45,10,0 1
46,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
46,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
46,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
46,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
46,4,00000 00010 00100 001000 001010 1 10000 10010 10100 101000 101010
46,5,00000 00010 001000 001010 1 100 10000 10010 101000 101010
46,6,00000 0010 001000 001010 1 100 10000 101000 101010
46,7,00000 0010 001010 1 100 1000 10000 101010
46,8,00 0010 001010 1 101010
46,9,00 1 10
46,10,0 1
47,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
47,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
47,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
47,3,0000 000010 000100 001010 1 1000 100010 10010 100100 10100 101010
47,4,000 000010 000100 001010 1 100010 10010 100100 10100 101010
47,5,000 000010 001010 1 100 100010 10010 101010
47,6,000 000010 1 100 100010 10010 1010
47,7,00 000010 1 100010 10010 1010
47,8,00 1 10
47,9,0 1
48,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
48,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
48,2,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000
48,3,000000 000010 001000 1 100 10000 100000 100010 10010 1010 101000
48,4,0000 000010 001000 1 100 100010 10010 1010 101000
48,5,0000 001000 1 10 100 101000
48,6,000 1 10 100
48,7,00 1 10
48,8,0 1
49,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
49,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
49,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
49,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
49,4,000000 0010 00100 001000 001010 1 10000 100000 10100 101000 101010
49,5,00000 0010 00100 001000 001010 1 10000 10100 101000 101010
49,6,00000 0010 00100 001010 1 1000 10000 10100 101010
49,7,000 0010 00100 001010 1 10100 101010
49,8,000 0010 001010 1 100 101010
49,9,000 1 10 100
49,10,00 1 10
49,11,0 1
50,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
50,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
50,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
50,3,00000 000010 000100 1 1000 10000 100010 10010 100100 1010 10100
50,4,00000 000010 00100 1 1000 10000 100010 10010 1010 10100
50,5,00000 00010 00100 1 1000 10000 10010 1010 10100
50,6,00000 00010 1 100 1000 10000 10010 1010
50,7,0000 00010 1 100 1000 10010 1010
50,8,00 00010 1 10010 1010
50,9,00 1 10
50,10,0 1
51,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
51,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
51,2,000000 000010 001000 001010 1 100 10000 100000 100010 10010 101000 101010
51,3,000000 000010 001010 1 100 1000 10000 100000 100010 10010 101010
51,4,00 000010 001010 1 100010 10010 101010
51,5,00 0010 001010 1 101010
51,6,00 1 10
51,7,0 1
52,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
52,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
52,2,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
52,3,000000 000010 00100 001010 1 1000 10000 100000 100010 10010 10100 101010
52,4,000 000010 00100 001010 1 100010 10010 10100 101010
52,5,000 0010 00100 001010 1 10100 101010
52,6,000 00100 1 10 10100
52,7,00 1 10
52,8,0 1
53,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
53,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
53,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
53,3,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000
53,4,000000 00010 00100 001000 1 10000 100000 10010 1010 10100 101000
53,5,000000 00010 00100 1 1000 10000 100000 10010 1010 10100
53,6,00000 00010 00100 1 1000 10000 10010 1010 10100
53,7,000 00010 00100 1 10010 1010 10100
53,8,000 00100 1 10 10100
53,9,00 1 10
53,10,0 1
54,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
54,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
54,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
54,3,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000
54,4,0000 000100 0010 001000 1 100100 1010 10100 101000
54,5,000 000100 0010 1 100100 1010 10100
54,6,000 000100 1 10 100100 10100
54,7,00 1 10
54,8,0 1
55,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
55,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
55,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
55,3,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010
55,4,000000 000100 001000 1 10 10000 100000 100100 10100 101000
55,5,0000 000100 001000 1 10 100100 10100 101000
55,6,000 000100 1 10 100100 10100
55,7,00 1 10
55,8,0 1
56,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
56,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
56,2,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010
56,3,00000 00010 000100 001010 1 1000 10000 10010 100100 10100 101010
56,4,00000 000100 0010 001010 1 1000 10000 100100 10100 101010
56,5,00000 000100 1 10 1000 10000 100100 10100
56,6,00000 1 10 100 1000 10000
56,7,00 1 10
56,8,0 1
57,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
57,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
57,2,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000
57,3,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000
57,4,000 000010 000100 1 100010 10010 100100 1010 10100
57,5,000 000010 1 100 100010 10010 1010
57,6,00 000010 1 100010 10010 1010
57,7,00 1 10
57,8,0 1
58,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
58,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
58,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
58,3,00000 000010 00100 001010 1 1000 10000 100010 10010 10100 101010
58,4,0000 000010 00100 001010 1 1000 100010 10010 10100 101010
58,5,0000 000010 00100 1 1000 100010 10010 1010 10100
58,6,000 000010 00100 1 100010 10010 1010 10100
58,7,00 000010 1 100010 10010 1010
58,8,00 1 10
58,9,0 1
59,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
59,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
59,2,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000
59,3,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100
59,4,000000 000010 1 100 1000 10000 100000 100010 10010 1010
59,5,000000 0010 1 100 1000 10000 100000 1010
59,6,00 0010 1 1010
59,7,00 1 10
59,8,0 1
60,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
60,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
60,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
60,3,0000 000010 00100 001000 001010 1 100010 10010 10100 101000 101010
60,4,0000 000010 001000 001010 1 100 100010 10010 101000 101010
60,5,0000 00010 001000 001010 1 100 10010 101000 101010
60,6,0000 0010 001000 001010 1 100 101000 101010
60,7,000 0010 001010 1 100 101010
60,8,000 0010 1 100 1010
60,9,000 1 10 100
60,10,00 1 10
60,11,0 1
61,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
61,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
61,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
61,3,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000
61,4,000000 00010 00100 001000 1 10000 100000 10010 1010 10100 101000
61,5,000000 0010 00100 001000 1 10000 100000 1010 10100 101000
61,6,000000 0010 00100 1 1000 10000 100000 1010 10100
61,7,000 0010 00100 1 1010 10100
61,8,00 0010 1 1010
61,9,00 1 10
61,10,0 1
62,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
62,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
62,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
62,3,0000 000010 000100 001010 1 1000 100010 10010 100100 10100 101010
62,4,0000 000010 000100 1 1000 100010 10010 100100 1010 10100
62,5,0000 00010 000100 1 1000 10010 100100 1010 10100
62,6,0000 00010 00100 1 1000 10010 1010 10100
62,7,0000 00100 1 10 1000 10100
62,8,000 00100 1 10 10100
62,9,00 1 10
62,10,0 1
63,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
63,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
63,2,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010
63,3,00000 000100 001000 1 10 10000 100100 10100 101000
63,4,00000 000100 1 10 1000 10000 100100 10100
63,5,00000 1 10 100 1000 10000
63,6,0000 1 10 100 1000
63,7,00 1 10
63,8,0 1
64,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
64,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
64,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
64,3,000000 00010 000100 001010 1 1000 10000 100000 10010 100100 10100 101010
64,4,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100
64,5,000000 00010 1 100 1000 10000 100000 10010 1010
64,6,00 00010 1 10010 1010
64,7,00 1 10
64,8,0 1
65,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
65,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
65,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
65,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
65,4,000000 00010 00100 001010 1 1000 10000 100000 10010 10100 101010
65,5,000000 00010 00100 1 1000 10000 100000 10010 1010 10100
65,6,000 00010 00100 1 10010 1010 10100
65,7,000 00100 1 10 10100
65,8,00 1 10
65,9,0 1
66,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
66,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
66,2,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000
66,3,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000
66,4,00000 00010 000100 1 1000 10000 10010 100100 1010 10100
66,5,00000 000100 0010 1 1000 10000 100100 1010 10100
66,6,0000 000100 0010 1 1000 100100 1010 10100
66,7,0000 000100 1 10 1000 100100 10100
66,8,0000 1 10 100 1000
66,9,00 1 10
66,10,0 1
67,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
67,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
67,2,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
67,3,00000 00010 000100 001010 1 1000 10000 10010 100100 10100 101010
67,4,0000 00010 000100 001010 1 1000 10010 100100 10100 101010
67,5,000 00010 000100 001010 1 10010 100100 10100 101010
67,6,00 00010 001010 1 10010 101010
67,7,00 0010 001010 1 101010
67,8,00 0010 1 1010
67,9,00 1 10
67,10,0 1
68,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
68,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
68,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
68,3,000000 000010 00100 001000 1 10000 100000 100010 10010 1010 10100 101000
68,4,000000 000010 00100 1 1000 10000 100000 100010 10010 1010 10100
68,5,000000 00010 00100 1 1000 10000 100000 10010 1010 10100
68,6,000000 00100 1 10 1000 10000 100000 10100
68,7,0000 00100 1 10 1000 10100
68,8,000 00100 1 10 10100
68,9,000 1 10 100
68,10,00 1 10
68,11,0 1
69,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
69,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
69,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
69,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
69,4,00000 00010 00100 001000 001010 1 10000 10010 10100 101000 101010
69,5,0000 00010 00100 001000 001010 1 10010 10100 101000 101010
69,6,0000 0010 00100 001000 001010 1 10100 101000 101010
69,7,000 0010 00100 001010 1 10100 101010
69,8,00 0010 001010 1 101010
69,9,00 1 10
69,10,0 1
70,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
70,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
70,2,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
70,3,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
70,4,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000
70,5,0000 00010 000100 001000 1 10010 100100 1010 10100 101000
70,6,0000 000100 001000 1 10 100100 10100 101000
70,7,0000 000100 1 10 1000 100100 10100
70,8,000 000100 1 10 100100 10100
70,9,000 1 10 100
70,10,00 1 10
70,11,0 1
71,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
71,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
71,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
71,3,0000 000010 000100 001000 1 100010 10010 100100 1010 10100 101000
71,4,000 00010 000100 1 10010 100100 1010 10100
71,5,000 00010 00100 1 10010 1010 10100
71,6,000 00100 1 10 10100
71,7,00 1 10
71,8,0 1
72,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
72,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
72,2,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
72,3,00000 000010 000100 001010 1 1000 10000 100010 10010 100100 10100 101010
72,4,00000 000010 000100 1 1000 10000 100010 10010 100100 1010 10100
72,5,000 000010 000100 1 100010 10010 100100 1010 10100
72,6,000 000100 0010 1 100100 1010 10100
72,7,000 000100 1 10 100100 10100
72,8,00 1 10
72,9,0 1
73,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
73,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
73,2,0000 000010 000100 001000 001010 1 100010 10010 100100 10100 101000 101010
73,3,000 000010 000100 001010 1 100010 10010 100100 10100 101010
73,4,000 000010 001010 1 100 100010 10010 101010
73,5,000 00010 001010 1 100 10010 101010
73,6,000 0010 001010 1 100 101010
73,7,000 1 10 100
73,8,00 1 10
73,9,0 1
74,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
74,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
74,2,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010
74,3,00000 000010 00100 001000 1 10000 100010 10010 1010 10100 101000
74,4,0000 000010 00100 001000 1 100010 10010 1010 10100 101000
74,5,0000 0010 00100 001000 1 1010 10100 101000
74,6,0000 0010 001000 1 100 1010 101000
74,7,0000 001000 1 10 100 101000
74,8,000 1 10 100
74,9,00 1 10
74,10,0 1
75,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
75,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
75,2,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
75,3,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010
75,4,00000 000100 0010 001010 1 1000 10000 100100 10100 101010
75,5,00000 000100 0010 1 1000 10000 100100 1010 10100
75,6,00000 000100 1 10 1000 10000 100100 10100
75,7,00000 00100 1 10 1000 10000 10100
75,8,000 00100 1 10 10100
75,9,000 1 10 100
75,10,00 1 10
75,11,0 1
76,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
76,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
76,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
76,3,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010
76,4,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010
76,5,00000 000100 001000 1 10 10000 100100 10100 101000
76,6,0000 000100 001000 1 10 100100 10100 101000
76,7,0000 001000 1 10 100 101000
76,8,00 1 10
76,9,0 1
77,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
77,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
77,2,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010
77,3,00000 000010 00100 001000 1 10000 100010 10010 1010 10100 101000
77,4,00000 000010 001000 1 100 10000 100010 10010 1010 101000
77,5,00000 0010 001000 1 100 10000 1010 101000
77,6,0000 0010 001000 1 100 1010 101000
77,7,00 0010 1 1010
77,8,00 1 10
77,9,0 1
78,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
78,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
78,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
78,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
78,4,000000 00010 00100 001000 1 10000 100000 10010 1010 10100 101000
78,5,000000 00010 001000 1 100 10000 100000 10010 1010 101000
78,6,00000 00010 001000 1 100 10000 10010 1010 101000
78,7,00000 00010 1 100 1000 10000 10010 1010
78,8,00000 1 10 100 1000 10000
78,9,000 1 10 100
78,10,00 1 10
78,11,0 1
79,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
79,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
79,2,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000
79,3,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000
79,4,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000
79,5,00000 00010 001000 1 100 10000 10010 1010 101000
79,6,00000 001000 1 10 100 10000 101000
79,7,00000 1 10 100 1000 10000
79,8,00 1 10
79,9,0 1
80,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
80,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
80,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
80,3,000000 0010 00100 001000 001010 1 10000 100000 10100 101000 101010
80,4,000000 0010 00100 001010 1 1000 10000 100000 10100 101010
80,5,00000 0010 00100 001010 1 1000 10000 10100 101010
80,6,00000 00100 1 10 1000 10000 10100
80,7,000 00100 1 10 10100
80,8,00 1 10
80,9,0 1
81,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
81,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
81,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
81,3,000000 00010 001000 001010 1 100 10000 100000 10010 101000 101010
81,4,000000 00010 001010 1 100 1000 10000 100000 10010 101010
81,5,000 00010 001010 1 100 10010 101010
81,6,00 00010 001010 1 10010 101010
81,7,00 00010 1 10010 1010
81,8,00 1 10
81,9,0 1
82,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
82,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
82,2,00000 00010 000100 001000 001010 1 10000 10010 100100 10100 101000 101010
82,3,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000
82,4,00000 00010 00100 001000 1 10000 10010 1010 10100 101000
82,5,00000 00010 001000 1 100 10000 10010 1010 101000
82,6,00000 001000 1 10 100 10000 101000
82,7,0000 001000 1 10 100 101000
82,8,00 1 10
82,9,0 1
83,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
83,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
83,2,00000 000010 000100 001000 1 10000 100010 10010 100100 1010 10100 101000
83,3,00000 00010 000100 001000 1 10000 10010 100100 1010 10100 101000
83,4,00000 00010 000100 1 1000 10000 10010 100100 1010 10100
83,5,00000 000100 0010 1 1000 10000 100100 1010 10100
83,6,00000 0010 00100 1 1000 10000 1010 10100
83,7,00000 00100 1 10 1000 10000 10100
83,8,00000 1 10 100 1000 10000
83,9,00 1 10
83,10,0 1
84,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
84,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
84,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100
84,3,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100
84,4,000000 000100 0010 1 1000 10000 100000 100100 1010 10100
84,5,0000 000100 0010 1 1000 100100 1010 10100
84,6,000 000100 0010 1 100100 1010 10100
84,7,00 0010 1 1010
84,8,00 1 10
84,9,0 1
85,0,00000 000001 000010 000100 000101 001000 001001 001010 10000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
85,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010
85,2,00000 000010 00100 001000 001010 1 10000 100010 10010 10100 101000 101010
85,3,00000 00010 00100 001000 001010 1 10000 10010 10100 101000 101010
85,4,00000 00010 001000 001010 1 100 10000 10010 101000 101010
85,5,00000 00010 001000 1 100 10000 10010 1010 101000
85,6,00000 00010 1 100 1000 10000 10010 1010
85,7,00000 1 10 100 1000 10000
85,8,00 1 10
85,9,0 1
86,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
86,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
86,2,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
86,3,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100
86,4,000 000010 000100 1 100010 10010 100100 1010 10100
86,5,000 000010 1 100 100010 10010 1010
86,6,00 000010 1 100010 10010 1010
86,7,00 1 10
86,8,0 1
87,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
87,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
87,2,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010
87,3,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010
87,4,000000 0010 00100 001000 001010 1 10000 100000 10100 101000 101010
87,5,000000 0010 00100 001000 1 10000 100000 1010 10100 101000
87,6,000000 0010 001000 1 100 10000 100000 1010 101000
87,7,000000 0010 1 100 1000 10000 100000 1010
87,8,000000 1 10 100 1000 10000 100000
87,9,00 1 10
87,10,0 1
88,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
88,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
88,2,000000 000010 001000 001010 1 100 10000 100000 100010 10010 101000 101010
88,3,000000 00010 001000 001010 1 100 10000 100000 10010 101000 101010
88,4,000000 00010 001010 1 100 1000 10000 100000 10010 101010
88,5,000000 0010 001010 1 100 1000 10000 100000 101010
88,6,000000 0010 1 100 1000 10000 100000 1010
88,7,000000 1 10 100 1000 10000 100000
88,8,000 1 10 100
88,9,00 1 10
88,10,0 1
89,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
89,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
89,2,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010
89,3,000000 000100 0010 001000 001010 1 10000 100000 100100 10100 101000 101010
89,4,00000 000100 0010 001000 001010 1 10000 100100 10100 101000 101010
89,5,0000 000100 0010 001000 001010 1 100100 10100 101000 101010
89,6,0000 000100 0010 001010 1 1000 100100 10100 101010
89,7,000 000100 0010 001010 1 100100 10100 101010
89,8,00 0010 001010 1 101010
89,9,00 1 10
89,10,0 1
90,0,000000 000001 000010 000100 000101 001000 001001 001010 10000 100000 100001 10001 100010 10010 100100 100101 10100 101000 101001 10101 101010
90,1,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010
90,2,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010
